question,usuario,misconceptions_detectados,total_misconceptions,categorias_afetadas
6472,6541,,0,0
6472,7223,,0,0
6472,8686,G4,1,1
6472,8721,G4,1,1
6472,8728,"A3,G4",2,2
6472,8741,,0,0
6472,8755,G4,1,1
6472,8805,,0,0
6472,8807,,0,0
6472,8820,,0,0
6472,8887,,0,0
6472,9173,,0,0
6472,9175,,0,0
6472,9191,G4,1,1
6472,9192,,0,0
6472,9209,,0,0
6472,9217,,0,0
6472,9221,,0,0
6472,9223,,0,0
6472,9232,,0,0
6472,9267,,0,0
6472,9663,,0,0
6472,9706,,0,0
6472,9733,,0,0
6472,9737,G4,1,1
6472,9742,,0,0
6472,9763,G4,1,1
6472,9772,,0,0
6472,9774,,0,0
6472,9779,G4,1,1
6472,9783,G4,1,1
6472,9791,,0,0
6472,9806,G4,1,1
6472,9812,,0,0
6472,9813,,0,0
6472,9815,,0,0
6472,9826,,0,0
6472,9828,G4,1,1
6472,9831,G4,1,1
6473,4815,,0,0
6473,5646,G4,1,1
6473,6308,,0,0
6473,6903,G4,1,1
6473,8629,G4,1,1
6473,8634,,0,0
6473,8635,,0,0
6473,8640,,0,0
6473,8643,G4,1,1
6473,8653,,0,0
6473,8658,G4,1,1
6473,8659,,0,0
6473,8661,G4,1,1
6473,8669,G4,1,1
6473,8689,G4,1,1
6473,8717,G4,1,1
6473,8722,,0,0
6473,8723,G4,1,1
6473,8737,G4,1,1
6473,8750,G4,1,1
6473,8753,,0,0
6473,8760,,0,0
6473,9147,,0,0
6473,9161,,0,0
6473,9174,,0,0
6473,9180,,0,0
6473,9189,G4,1,1
6473,9200,G4,1,1
6473,9219,G4,1,1
6473,9220,,0,0
6473,9250,,0,0
6473,9255,G4,1,1
6473,9271,,0,0
6473,9278,G4,1,1
6473,9296,,0,0
6473,9662,,0,0
6473,9670,,0,0
6473,9705,,0,0
6473,9751,,0,0
6473,9780,,0,0
6473,9782,,0,0
6473,9793,G4,1,1
6473,9814,G4,1,1
6473,9816,,0,0
6473,9818,G4,1,1
6473,9820,G4,1,1
6473,9823,,0,0
6473,9840,G4,1,1
6473,9881,,0,0
6474,3413,G4,1,1
6474,3613,,0,0
6474,3967,G4,1,1
6474,4456,,0,0
6474,4494,,0,0
6474,5482,G4,1,1
6474,6303,,0,0
6474,8633,,0,0
6474,8644,G4,1,1
6474,8651,G4,1,1
6474,8662,,0,0
6474,8744,A3,1,1
6474,8776,,0,0
6474,8797,G4,1,1
6474,8835,,0,0
6474,8875,G4,1,1
6474,9162,,0,0
6474,9165,G4,1,1
6474,9167,,0,0
6474,9168,G4,1,1
6474,9193,,0,0
6474,9198,G4,1,1
6474,9204,G4,1,1
6474,9216,G4,1,1
6474,9273,,0,0
6474,9298,,0,0
6474,9668,,0,0
6474,9700,,0,0
6474,9701,,0,0
6474,9704,,0,0
6474,9743,"A3,G4",2,2
6474,9746,G4,1,1
6474,9762,G4,1,1
6474,9788,,0,0
6474,9810,G4,1,1
6474,9827,,0,0
6474,9850,,0,0
6475,4816,,0,0
6475,8641,,0,0
6475,8648,,0,0
6475,8673,,0,0
6475,8674,,0,0
6475,8730,G4,1,1
6475,8746,G4,1,1
6475,8782,,0,0
6475,8786,,0,0
6475,8800,,0,0
6475,8806,G4,1,1
6475,8809,G4,1,1
6475,8810,,0,0
6475,8817,G4,1,1
6475,8828,,0,0
6475,8877,,0,0
6475,9131,,0,0
6475,9158,,0,0
6475,9160,,0,0
6475,9176,,0,0
6475,9184,,0,0
6475,9195,,0,0
6475,9197,G4,1,1
6475,9218,,0,0
6475,9228,,0,0
6475,9229,,0,0
6475,9233,,0,0
6475,9263,,0,0
6475,9264,,0,0
6475,9290,,0,0
6475,9304,,0,0
6475,9312,G4,1,1
6475,9667,,0,0
6475,9669,,0,0
6475,9738,G4,1,1
6475,9752,G4,1,1
6475,9755,,0,0
6475,9760,,0,0
6475,9771,,0,0
6475,9778,H1,1,1
6475,9789,,0,0
6475,9790,,0,0
6475,9799,,0,0
6475,9804,G4,1,1
6475,9808,G4,1,1
6475,9809,G4,1,1
6475,9811,,0,0
6475,9821,,0,0
6475,9829,,0,0
6475,9889,G4,1,1
6476,1380,,0,0
6476,8633,,0,0
6476,8636,,0,0
6476,8671,G4,1,1
6476,8722,,0,0
6476,8728,G4,1,1
6476,8734,,0,0
6476,8755,G4,1,1
6476,8767,G4,1,1
6476,8771,G4,1,1
6476,8778,,0,0
6476,8787,,0,0
6476,8795,G4,1,1
6476,8810,,0,0
6476,8877,,0,0
6476,9159,G4,1,1
6476,9163,,0,0
6476,9167,G4,1,1
6476,9170,,0,0
6476,9176,,0,0
6476,9186,,0,0
6476,9194,G4,1,1
6476,9217,,0,0
6476,9278,G4,1,1
6476,9668,A3,1,1
6476,9743,,0,0
6476,9764,,0,0
6476,9777,G4,1,1
6476,9782,,0,0
6476,9824,G4,1,1
6477,3613,,0,0
6477,4815,,0,0
6477,5065,G4,1,1
6477,8638,,0,0
6477,8647,,0,0
6477,8651,G4,1,1
6477,8653,,0,0
6477,8661,G4,1,1
6477,8668,,0,0
6477,8724,G4,1,1
6477,8727,"A3,G4",2,2
6477,8733,,0,0
6477,8741,,0,0
6477,8742,,0,0
6477,8750,G4,1,1
6477,8766,G4,1,1
6477,8779,,0,0
6477,8790,,0,0
6477,8792,,0,0
6477,8797,G4,1,1
6477,8816,,0,0
6477,8817,G4,1,1
6477,8870,,0,0
6477,9157,,0,0
6477,9160,,0,0
6477,9161,,0,0
6477,9174,,0,0
6477,9184,,0,0
6477,9193,,0,0
6477,9195,G4,1,1
6477,9196,G4,1,1
6477,9205,,0,0
6477,9220,G4,1,1
6477,9233,,0,0
6477,9234,,0,0
6477,9272,G4,1,1
6477,9297,,0,0
6477,9312,,0,0
6477,9700,,0,0
6477,9705,,0,0
6477,9709,G4,1,1
6477,9742,G4,1,1
6477,9745,G4,1,1
6477,9776,G4,1,1
6477,9802,G4,1,1
6477,9806,G4,1,1
6477,9829,G4,1,1
6477,9836,,0,0
6478,2068,,0,0
6478,2647,,0,0
6478,3108,,0,0
6478,8656,,0,0
6478,8662,,0,0
6478,8665,G4,1,1
6478,8674,G4,1,1
6478,8675,G4,1,1
6478,8677,,0,0
6478,8688,G4,1,1
6478,8729,G4,1,1
6478,8738,G4,1,1
6478,8743,G4,1,1
6478,8748,,0,0
6478,8784,G4,1,1
6478,8785,A3,1,1
6478,8807,,0,0
6478,8809,G4,1,1
6478,8834,,0,0
6478,8873,G4,1,1
6478,9166,,0,0
6478,9169,G4,1,1
6478,9198,G4,1,1
6478,9202,G4,1,1
6478,9214,,0,0
6478,9216,,0,0
6478,9235,,0,0
6478,9273,,0,0
6478,9275,A3,1,1
6478,9276,A3,1,1
6478,9662,,0,0
6478,9785,,0,0
6478,9787,,0,0
6478,9808,G4,1,1
6478,9812,,0,0
6478,9820,,0,0
6478,9848,,0,0
6479,5087,"A3,A5,G4",3,2
6479,5646,G4,1,1
6479,8632,,0,0
6479,8635,,0,0
6479,8637,,0,0
6479,8643,,0,0
6479,8689,,0,0
6479,8716,G4,1,1
6479,8723,G4,1,1
6479,8730,G4,1,1
6479,8732,,0,0
6479,8772,,0,0
6479,8777,G4,1,1
6479,8799,,0,0
6479,8820,G4,1,1
6479,8876,,0,0
6479,8887,,0,0
6479,9168,G4,1,1
6479,9206,A3,1,1
6479,9215,,0,0
6479,9236,A3,1,1
6479,9250,,0,0
6479,9271,,0,0
6479,9280,,0,0
6479,9290,,0,0
6479,9664,,0,0
6479,9665,"A3,G4",2,2
6479,9672,,0,0
6479,9704,G4,1,1
6479,9708,,0,0
6479,9751,G4,1,1
6479,9752,G4,1,1
6479,9759,G4,1,1
6479,9770,G4,1,1
6479,9772,,0,0
6479,9797,G4,1,1
6479,9799,G4,1,1
6479,9809,G4,1,1
6479,9827,,0,0
6479,9828,G4,1,1
6479,9831,G4,1,1
6479,9843,,0,0
6479,9880,,0,0
6479,9888,,0,0
6480,7782,G4,1,1
6480,8629,,0,0
6480,8667,G4,1,1
6480,8673,,0,0
6480,8744,,0,0
6480,8780,,0,0
6480,8783,,0,0
6480,8805,,0,0
6480,8835,,0,0
6480,8889,,0,0
6480,9147,,0,0
6480,9164,"A3,G4",2,2
6480,9197,G4,1,1
6480,9219,G4,1,1
6480,9221,,0,0
6480,9223,,0,0
6480,9248,,0,0
6480,9269,,0,0
6480,9306,"A3,G4",2,2
6480,9669,,0,0
6480,9671,G4,1,1
6480,9711,,0,0
6480,9739,,0,0
6480,9746,G4,1,1
6480,9754,,0,0
6480,9755,,0,0
6480,9769,A3,1,1
6480,9771,,0,0
6480,9779,,0,0
6480,9793,G4,1,1
6480,9815,,0,0
6480,9821,,0,0
6480,9823,G4,1,1
6480,9830,G4,1,1
6480,9850,,0,0
6481,3413,G4,1,1
6481,3454,,0,0
6481,4494,,0,0
6481,6308,,0,0
6481,8640,,0,0
6481,8645,G4,1,1
6481,8658,G4,1,1
6481,8664,G4,1,1
6481,8669,G4,1,1
6481,8686,,0,0
6481,8725,G4,1,1
6481,8739,,0,0
6481,8758,,0,0
6481,8759,,0,0
6481,8869,,0,0
6481,8874,,0,0
6481,8878,,0,0
6481,9149,,0,0
6481,9165,G4,1,1
6481,9182,,0,0
6481,9189,G4,1,1
6481,9225,G4,1,1
6481,9229,,0,0
6481,9254,,0,0
6481,9289,,0,0
6481,9670,,0,0
6481,9706,,0,0
6481,9737,,0,0
6481,9741,G4,1,1
6481,9757,G4,1,1
6481,9758,G4,1,1
6481,9781,G4,1,1
6481,9790,,0,0
6481,9798,G4,1,1
6481,9807,,0,0
6481,9813,,0,0
6481,9816,G4,1,1
6481,9834,G4,1,1
6481,9889,G4,1,1
6482,6541,,0,0
6482,7223,,0,0
6482,8670,,0,0
6482,8681,,0,0
6482,8685,,0,0
6482,8731,G4,1,1
6482,8735,G4,1,1
6482,8737,G4,1,1
6482,8740,G4,1,1
6482,8789,G4,1,1
6482,8794,,0,0
6482,8800,G4,1,1
6482,8808,,0,0
6482,8875,G4,1,1
6482,9131,,0,0
6482,9162,,0,0
6482,9173,,0,0
6482,9192,,0,0
6482,9200,G4,1,1
6482,9212,,0,0
6482,9228,,0,0
6482,9255,,0,0
6482,9296,,0,0
6482,9304,,0,0
6482,9663,,0,0
6482,9753,,0,0
6482,9760,G4,1,1
6482,9774,,0,0
6482,9791,,0,0
6482,9796,G4,1,1
6482,9804,G4,1,1
6482,9810,,0,0
6482,9871,,0,0
6482,9881,G4,1,1
6483,3967,,0,0
6483,4816,,0,0
6483,5537,,0,0
6483,6310,,0,0
6483,8634,,0,0
6483,8639,,0,0
6483,8646,G4,1,1
6483,8715,,0,0
6483,8720,G4,1,1
6483,8736,G4,1,1
6483,8746,,0,0
6483,8753,,0,0
6483,8782,,0,0
6483,8786,,0,0
6483,8788,,0,0
6483,8804,,0,0
6483,8818,"A3,G4",2,2
6483,9171,,0,0
6483,9175,,0,0
6483,9178,G4,1,1
6483,9179,,0,0
6483,9180,,0,0
6483,9191,G4,1,1
6483,9199,,0,0
6483,9201,G4,1,1
6483,9224,G4,1,1
6483,9226,,0,0
6483,9227,,0,0
6483,9263,,0,0
6483,9264,,0,0
6483,9274,,0,0
6483,9313,,0,0
6483,9710,,0,0
6483,9738,,0,0
6483,9744,G4,1,1
6483,9747,,0,0
6483,9763,,0,0
6483,9775,,0,0
6483,9786,,0,0
6483,9788,,0,0
6483,9789,,0,0
6483,9794,G4,1,1
6483,9842,,0,0
6484,4456,,0,0
6484,5699,,0,0
6484,6903,,0,0
6484,8663,,0,0
6484,8687,,0,0
6484,8726,,0,0
6484,8756,,0,0
6484,8791,G4,1,1
6484,8796,,0,0
6484,8806,,0,0
6484,8828,,0,0
6484,8830,,0,0
6484,9158,,0,0
6484,9218,,0,0
6484,9232,,0,0
6484,9267,,0,0
6484,9301,G4,1,1
6484,9666,,0,0
6484,9667,,0,0
6484,9701,,0,0
6484,9733,,0,0
6484,9734,,0,0
6484,9735,G4,1,1
6484,9756,,0,0
6484,9762,,0,0
6484,9767,G4,1,1
6484,9773,G4,1,1
6484,9778,,0,0
6484,9801,G4,1,1
6484,9817,,0,0
6484,9822,G4,1,1
6484,9832,G4,1,1
6484,9840,G4,1,1
6485,3566,,0,0
6485,5482,,0,0
6485,5737,,0,0
6485,6303,,0,0
6485,8641,G4,1,1
6485,8644,G4,1,1
6485,8648,,0,0
6485,8655,,0,0
6485,8657,G4,1,1
6485,8659,,0,0
6485,8679,G4,1,1
6485,8717,G4,1,1
6485,8721,G4,1,1
6485,8749,G4,1,1
6485,8757,"A3,G4",2,2
6485,8760,,0,0
6485,8762,,0,0
6485,8764,G4,1,1
6485,8776,G4,1,1
6485,8880,G4,1,1
6485,8886,,0,0
6485,9137,,0,0
6485,9204,G4,1,1
6485,9209,,0,0
6485,9211,,0,0
6485,9237,G4,1,1
6485,9241,A3,1,1
6485,9244,,0,0
6485,9286,,0,0
6485,9673,,0,0
6485,9703,,0,0
6485,9780,G4,1,1
6485,9783,G4,1,1
6485,9811,A3,1,1
6485,9814,G4,1,1
6485,9818,,0,0
6485,9819,,0,0
6485,9826,,0,0
6485,9876,G4,1,1
6506,8635,H1,1,1
6506,8645,G4,1,1
6506,8648,B8,1,1
6506,8720,G4,1,1
6506,8730,G4,1,1
6506,8731,G4,1,1
6506,8733,B8,1,1
6506,8741,H1,1,1
6506,8744,G4,1,1
6506,8750,G4,1,1
6506,8756,,0,0
6506,8779,G4,1,1
6506,8780,,0,0
6506,8783,B8,1,1
6506,8800,,0,0
6506,8835,G4,1,1
6506,8870,B8,1,1
6509,2647,,0,0
6509,3413,"B8,G4",2,2
6509,3566,B8,1,1
6509,7223,,0,0
6509,8660,G4,1,1
6509,8662,,0,0
6509,8674,,0,0
6509,8688,G4,1,1
6509,8689,G4,1,1
6509,8715,,0,0
6509,8721,G4,1,1
6509,8725,G4,1,1
6509,8735,A3,1,1
6509,8771,G4,1,1
6509,8795,G4,1,1
6509,8818,,0,0
6511,6541,,0,0
6511,8633,"B8,G4",2,2
6511,8639,A3,1,1
6511,8644,"B8,G4",2,2
6511,8647,,0,0
6511,8653,,0,0
6511,8664,,0,0
6511,8676,,0,0
6511,8736,,0,0
6511,8739,,0,0
6511,8762,,0,0
6511,8794,,0,0
6511,8796,,0,0
6511,8809,G4,1,1
6511,8817,,0,0
6511,8887,,0,0
6514,3454,G4,1,1
6514,5537,G4,1,1
6514,8632,G4,1,1
6514,8647,,0,0
6514,8651,G4,1,1
6514,8663,G4,1,1
6514,8666,G4,1,1
6514,8670,G4,1,1
6514,8729,G4,1,1
6514,8748,G4,1,1
6514,8764,G4,1,1
6514,8778,G4,1,1
6514,8782,G4,1,1
6514,8792,G4,1,1
6514,8798,,0,0
6514,8801,,0,0
6514,8816,G4,1,1
6514,8889,G4,1,1
6529,2647,G4,1,1
6529,6376,,0,0
6529,6541,G4,1,1
6529,7223,G4,1,1
6529,8635,G4,1,1
6529,8655,G4,1,1
6529,8656,G4,1,1
6529,8662,G4,1,1
6529,8664,G4,1,1
6529,8667,G4,1,1
6529,8677,G4,1,1
6529,8740,G4,1,1
6529,8743,G4,1,1
6529,8766,G4,1,1
6529,8776,G4,1,1
6529,8791,,0,0
6529,8809,G4,1,1
6534,3108,,0,0
6534,8634,,0,0
6534,8644,G4,1,1
6534,8653,G4,1,1
6534,8659,G4,1,1
6534,8676,G4,1,1
6534,8681,G4,1,1
6534,8725,G4,1,1
6534,8726,G4,1,1
6534,8730,G4,1,1
6534,8732,G4,1,1
6534,8753,G4,1,1
6534,8759,G4,1,1
6534,8772,G4,1,1
6534,8784,G4,1,1
6534,8787,G4,1,1
6534,8789,G4,1,1
6534,8794,G4,1,1
6534,8830,,0,0
6534,8834,G4,1,1
6535,8638,G4,1,1
6535,8639,G4,1,1
6535,8643,G4,1,1
6535,8661,G4,1,1
6535,8722,,0,0
6535,8738,"B8,G4",2,2
6535,8739,G4,1,1
6535,8744,G4,1,1
6535,8754,"B8,G4",2,2
6535,8758,,0,0
6535,8771,G4,1,1
6535,8783,G4,1,1
6535,8795,G4,1,1
6535,8796,G4,1,1
6535,8799,G4,1,1
6535,8800,G4,1,1
6535,8804,G4,1,1
6535,8828,G4,1,1
6535,8875,"A3,G4",2,2
6535,8877,,0,0
6535,8878,G4,1,1
6535,8886,G4,1,1
6548,8636,H1,1,1
6548,8643,G4,1,1
6548,8646,G4,1,1
6548,8654,"B8,G4",2,2
6548,8656,"B8,G4",2,2
6548,8663,"B8,G4",2,2
6548,8673,"B8,G4",2,2
6548,8674,"B8,G4",2,2
6548,8720,G4,1,1
6548,8727,"B8,G4",2,2
6548,8734,G4,1,1
6548,8743,G4,1,1
6548,8750,"B8,G4",2,2
6548,8764,G4,1,1
6548,8776,G4,1,1
6548,8777,G4,1,1
6548,8780,G4,1,1
6548,8795,G4,1,1
6548,8797,G4,1,1
6548,8801,"B8,G4",2,2
6549,5457,B8,1,1
6549,6376,G4,1,1
6549,8633,"B8,G4",2,2
6549,8640,G4,1,1
6549,8660,G4,1,1
6549,8667,G4,1,1
6549,8668,"B8,G4",2,2
6549,8669,G4,1,1
6549,8681,G4,1,1
6549,8687,G4,1,1
6549,8716,G4,1,1
6549,8717,G4,1,1
6549,8725,"B8,G4",2,2
6549,8736,,0,0
6549,8740,"B8,G4",2,2
6549,8762,G4,1,1
6549,8787,G4,1,1
6549,8793,G4,1,1
6549,8806,G4,1,1
6549,8834,,0,0
6561,2647,,0,0
6561,6541,G4,1,1
6561,8651,"B8,G4",2,2
6561,8658,,0,0
6561,8661,"B8,G4",2,2
6561,8723,"B8,G4",2,2
6561,8733,G4,1,1
6561,8748,"A3,B8",2,2
6561,8755,G4,1,1
6561,8778,"B8,G4",2,2
6561,8779,G4,1,1
6561,8783,"B8,G4",2,2
6561,8791,G4,1,1
6561,8792,G4,1,1
6561,8804,G4,1,1
6561,8816,G4,1,1
6561,8820,B8,1,1
6561,8830,,0,0
6561,8877,G4,1,1
6561,8918,"B8,G4",2,2
6565,3454,,0,0
6565,8674,B8,1,1
6565,8685,"B8,G4",2,2
6565,8717,G4,1,1
6565,8720,,0,0
6565,8723,"B8,G4",2,2
6565,8729,B8,1,1
6565,8736,G4,1,1
6565,8744,G4,1,1
6565,8754,"B8,G4",2,2
6565,8760,,0,0
6565,8762,G4,1,1
6565,8776,"B8,G4",2,2
6565,8791,G4,1,1
6565,8793,"A3,B8",2,2
6565,8817,B8,1,1
6565,8830,,0,0
6565,8889,B8,1,1
6565,8918,"B8,G4",2,2
6566,8632,,0,0
6566,8634,B8,1,1
6566,8661,"B8,G4",2,2
6566,8662,,0,0
6566,8677,,0,0
6566,8679,"B8,G4",2,2
6566,8686,,0,0
6566,8727,"B8,G4",2,2
6566,8731,G4,1,1
6566,8738,G4,1,1
6566,8740,"B8,G4",2,2
6566,8755,,0,0
6566,8764,G4,1,1
6566,8789,,0,0
6566,8804,,0,0
6566,8810,,0,0
6566,8819,"B8,G4",2,2
6571,5646,G4,1,1
6571,7223,B8,1,1
6571,8637,B8,1,1
6571,8653,G4,1,1
6571,8667,,0,0
6571,8689,B8,1,1
6571,8715,"B8,G4",2,2
6571,8728,"B8,G4",2,2
6571,8735,"B8,G4",2,2
6571,8767,G4,1,1
6571,8778,"B8,G4",2,2
6571,8788,,0,0
6571,8795,,0,0
6571,8796,,0,0
6571,8797,H1,1,1
6571,8816,G4,1,1
6571,8878,,0,0
6572,8629,B8,1,1
6572,8635,,0,0
6572,8639,,0,0
6572,8640,B8,1,1
6572,8648,B8,1,1
6572,8663,"B8,G4",2,2
6572,8670,"B8,G4",2,2
6572,8722,,0,0
6572,8724,B8,1,1
6572,8752,"B8,G4",2,2
6572,8766,B8,1,1
6572,8783,B8,1,1
6572,8785,,0,0
6572,8786,B8,1,1
6572,8800,,0,0
6572,8806,B8,1,1
6572,8809,B8,1,1
6609,3108,,0,0
6609,3413,G4,1,1
6609,8671,"B8,G4",2,2
6609,8722,"B8,G4",2,2
6609,8724,"B8,G4",2,2
6609,8734,"B8,G4",2,2
6609,8744,"B8,G4",2,2
6609,8745,"B8,G4",2,2
6609,8746,"B8,G4",2,2
6609,8750,"B8,G4",2,2
6609,8752,"B8,G4",2,2
6609,8764,"A3,B8,G4",3,3
6609,8780,"B8,G4",2,2
6609,8806,"A3,B8,G4",3,3
6609,8830,B8,1,1
6609,8834,"A3,B8",2,2
6626,3454,"B8,G4",2,2
6626,5537,"B8,G4",2,2
6626,8658,"B8,G4",2,2
6626,8665,"B8,G4",2,2
6626,8721,"B8,G4",2,2
6626,8725,B8,1,1
6626,8726,"B8,G4",2,2
6626,8732,G4,1,1
6626,8738,B8,1,1
6626,8749,B8,1,1
6626,8756,B8,1,1
6626,8766,B8,1,1
6626,8767,"B8,G4",2,2
6626,8782,B8,1,1
6626,8793,"B8,G4",2,2
6626,8804,"B8,G4",2,2
6626,8834,B8,1,1
6646,3967,G4,1,1
6646,4815,,0,0
6646,5699,,0,0
6646,8634,A3,1,1
6646,8666,,0,0
6646,8728,G4,1,1
6646,8744,"A3,G4",2,2
6646,8764,"A3,G4",2,2
6646,8800,G4,1,1
6646,9170,,0,0
6646,9204,,0,0
6646,9217,,0,0
6646,9232,A3,1,1
6646,9242,,0,0
6646,9303,,0,0
6646,9671,,0,0
6646,9704,G4,1,1
6646,9708,B8,1,1
6646,9735,G4,1,1
6646,9736,G4,1,1
6646,9737,G4,1,1
6646,9745,B8,1,1
6646,9763,,0,0
6646,9764,"A3,G4",2,2
6646,9783,G4,1,1
6646,9788,,0,0
6646,9806,A3,1,1
6646,9815,G4,1,1
6646,9818,,0,0
6646,9830,G4,1,1
6646,9832,"B8,G4",2,2
6646,9836,G4,1,1
6646,9954,G4,1,1
6646,9956,B8,1,1
6647,3613,,0,0
6647,6310,,0,0
6647,8669,A3,1,1
6647,8687,,0,0
6647,8721,G4,1,1
6647,8732,,0,0
6647,8739,,0,0
6647,8745,,0,0
6647,8750,"A3,G4",2,2
6647,8754,"A3,G4",2,2
6647,8756,,0,0
6647,8760,,0,0
6647,8771,G4,1,1
6647,8784,G4,1,1
6647,8795,,0,0
6647,9149,A3,1,1
6647,9174,,0,0
6647,9175,,0,0
6647,9194,B8,1,1
6647,9212,,0,0
6647,9220,G4,1,1
6647,9221,,0,0
6647,9278,,0,0
6647,9663,,0,0
6647,9672,,0,0
6647,9710,B8,1,1
6647,9741,G4,1,1
6647,9756,,0,0
6647,9762,G4,1,1
6647,9769,G4,1,1
6647,9770,,0,0
6647,9779,G4,1,1
6647,9781,,0,0
6647,9782,,0,0
6647,9795,,0,0
6647,9799,G4,1,1
6647,9802,,0,0
6647,9819,,0,0
6647,9822,G4,1,1
6647,9831,G4,1,1
6647,9833,B8,1,1
6647,9849,,0,0
6647,9912,"A3,G4",2,2
6647,9957,A4,1,1
6649,2647,,0,0
6649,6308,,0,0
6649,8643,,0,0
6649,8663,G4,1,1
6649,8668,A3,1,1
6649,8725,"A3,G4",2,2
6649,8733,,0,0
6649,8734,,0,0
6649,8749,"A3,G4",2,2
6649,8752,"A3,G4",2,2
6649,8772,,0,0
6649,8786,"A3,G4",2,2
6649,8835,G4,1,1
6649,9166,G4,1,1
6649,9189,"B11,B8",2,1
6649,9205,G4,1,1
6649,9211,,0,0
6649,9224,,0,0
6649,9226,,0,0
6649,9229,G4,1,1
6649,9252,G4,1,1
6649,9264,,0,0
6649,9274,G4,1,1
6649,9280,,0,0
6649,9673,,0,0
6649,9675,,0,0
6649,9686,G4,1,1
6649,9739,,0,0
6649,9772,,0,0
6649,9773,,0,0
6649,9778,,0,0
6649,9798,G4,1,1
6649,9801,G4,1,1
6649,9807,G4,1,1
6649,9811,,0,0
6649,9812,G4,1,1
6649,9827,G4,1,1
6649,9838,G4,1,1
6649,9850,,0,0
6649,9889,,0,0
6649,9959,G4,1,1
6650,4494,,0,0
6650,5605,G4,1,1
6650,8632,"A3,G4",2,2
6650,8639,,0,0
6650,8653,,0,0
6650,8659,"A3,G4",2,2
6650,8665,"A3,G4",2,2
6650,8716,,0,0
6650,8731,"A3,G4",2,2
6650,8748,,0,0
6650,8762,"A3,G4",2,2
6650,8809,G4,1,1
6650,8816,,0,0
6650,8830,,0,0
6650,8878,"A3,G4",2,2
6650,9161,,0,0
6650,9164,,0,0
6650,9167,G4,1,1
6650,9180,A3,1,1
6650,9200,G4,1,1
6650,9209,,0,0
6650,9214,,0,0
6650,9225,,0,0
6650,9228,,0,0
6650,9233,,0,0
6650,9235,,0,0
6650,9310,A3,1,1
6650,9681,G4,1,1
6650,9691,G4,1,1
6650,9751,G4,1,1
6650,9774,G4,1,1
6650,9775,,0,0
6650,9786,,0,0
6650,9793,G4,1,1
6650,9828,G4,1,1
6650,9940,,0,0
6651,3454,,0,0
6651,3566,,0,0
6651,8664,"A3,G4",2,2
6651,8722,,0,0
6651,8723,,0,0
6651,8726,,0,0
6651,8738,"A3,G4",2,2
6651,8778,G4,1,1
6651,9147,,0,0
6651,9168,G4,1,1
6651,9234,,0,0
6651,9237,"B11,B8,G4",3,2
6651,9241,,0,0
6651,9243,,0,0
6651,9248,,0,0
6651,9304,G4,1,1
6651,9662,,0,0
6651,9678,G4,1,1
6651,9700,"B8,G4",2,2
6651,9705,G4,1,1
6651,9733,"A3,G4",2,2
6651,9771,,0,0
6651,9794,G4,1,1
6651,9808,A3,1,1
6651,9809,G4,1,1
6651,9817,,0,0
6651,9880,G4,1,1
6652,1380,,0,0
6652,4816,,0,0
6652,5292,"A3,G4",2,2
6652,5646,G4,1,1
6652,6541,,0,0
6652,8658,,0,0
6652,8660,G4,1,1
6652,8670,,0,0
6652,8789,"A3,G4",2,2
6652,8790,"A3,G4",2,2
6652,8807,,0,0
6652,8876,,0,0
6652,9176,A3,1,1
6652,9192,G4,1,1
6652,9236,G4,1,1
6652,9239,,0,0
6652,9269,G4,1,1
6652,9271,G4,1,1
6652,9297,,0,0
6652,9301,,0,0
6652,9313,,0,0
6652,9706,B8,1,1
6652,9743,G4,1,1
6652,9744,G4,1,1
6652,9752,"A3,G4",2,2
6652,9758,G4,1,1
6652,9787,,0,0
6652,9790,,0,0
6652,9897,,0,0
6652,9971,G4,1,1
6653,4456,,0,0
6653,8637,G4,1,1
6653,8645,G4,1,1
6653,8655,G4,1,1
6653,8686,,0,0
6653,8688,,0,0
6653,8727,"A3,G4",2,2
6653,8729,"A3,G4",2,2
6653,8736,G4,1,1
6653,8741,,0,0
6653,8742,,0,0
6653,8759,G4,1,1
6653,8780,G4,1,1
6653,9171,A3,1,1
6653,9193,G4,1,1
6653,9198,G4,1,1
6653,9227,,0,0
6653,9244,,0,0
6653,9246,,0,0
6653,9254,,0,0
6653,9276,G4,1,1
6653,9279,,0,0
6653,9668,"A3,G4",2,2
6653,9738,"B8,G4",2,2
6653,9746,G4,1,1
6653,9755,G4,1,1
6653,9791,G4,1,1
6653,9796,,0,0
6653,9820,,0,0
6653,9826,,0,0
6653,9834,,0,0
6653,9876,,0,0
6653,9953,B8,1,1
6654,6303,,0,0
6654,8662,,0,0
6654,8679,G4,1,1
6654,8776,G4,1,1
6654,8782,G4,1,1
6654,8796,,0,0
6654,8880,G4,1,1
6654,9173,,0,0
6654,9199,G4,1,1
6654,9216,,0,0
6654,9286,,0,0
6654,9669,B8,1,1
6654,9682,,0,0
6654,9683,G4,1,1
6654,9692,G4,1,1
6654,9753,G4,1,1
6654,9759,,0,0
6654,9777,,0,0
6654,9789,,0,0
6654,9816,,0,0
6654,9821,,0,0
6654,9840,G4,1,1
6654,9871,,0,0
6654,9890,G4,1,1
6654,9895,G4,1,1
6654,9955,G4,1,1
6654,9958,,0,0
6655,8648,,0,0
6655,8677,,0,0
6655,8681,,0,0
6655,8685,G4,1,1
6655,8720,G4,1,1
